sample_id,scenario_id,split,paraphrase_id,transcript,domain_label,subdomain_label,topic_label,document_type_label,target_term,target_source,term_char_start,term_char_end,target_domain,noise_strategy,recommended_noise_type,recommended_snr_db,recommended_corruption_duration,keep_original_audio,note,target_terms,target_term_count,target_sources,target_selection_logic
nlu_0484_01,S0484,validation,1,"The current findings was reviewed in relation to vector database and embedding, as part of the current review, the relevant team, before the matter is finalized.",technology,software_engineering,vector database,architecture review,vector database,topic_label,49,64,technology,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,vector database; embedding,2,vector database:topic; embedding:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0320_10,S0320,train,10,"Further adjustment is needed before a final decision is made about the decision surrounding disclosure restriction; as part of the current review, the decision-making group, after the latest information was reviewed. The record specifically references confidentiality clause.",legal,contracts,confidentiality clause,clause analysis,confidentiality clause,topic_label,252,274,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,confidentiality clause; disclosure,2,confidentiality clause:topic; disclosure:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0582_08,S0582,train,8,"Is it possible to reschedule an appointment, considering following the previous discussion, the assigned professional, before the matter is finalized?",general,NONE,NONE,NONE,appointment,domain_specific_lexical_fallback,32,43,general,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,appointment; reschedule; possible,3,appointment:domain_lexical; reschedule:domain_lexical; possible:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0344_09,S0344,train,9,"The professional handling the matter is reviewing the effect of jurisdiction on the overall situation and the associated observed changes; following the previous discussion, the current reviewer, before the next decision.",legal,contracts,governing law,commercial contract,jurisdiction,domain_specific_lexical_fallback,64,76,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,jurisdiction,1,jurisdiction:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0216_06,S0216,train,6,"The available evidence was considered before deciding how to address the current status of mortgage underwriting; at the next decision point, the person handling the matter, after the latest information was reviewed.",finance,banking,mortgage underwriting,loan application,mortgage underwriting,topic_label,91,112,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,mortgage underwriting,1,mortgage underwriting:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0184_01,S0184,train,1,"The current findings was reviewed in relation to levothyroxine and thyroid hormone replacement, following the previous discussion, the technical or professional team, before the matter is finalized.",medical,pharmacology,levothyroxine,dose adjustment,levothyroxine,topic_label,49,62,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,levothyroxine; replacement; thyroid; hormone,4,levothyroxine:topic; replacement:domain_lexical; thyroid:domain_lexical; hormone:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0106_04,S0106,train,4,"A detailed adjustment was requested concerning the implications of migraine with aura; after the recent update, the person handling the matter, during the present round of discussion.",medical,neurology,migraine with aura,neurological examination,migraine with aura,topic_label,67,85,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,migraine with aura,1,migraine with aura:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0247_01,S0247,train,1,"The current findings was reviewed in relation to interest-rate reset and benchmark rate, during the latest review, the current reviewer, while considering the current evidence.",finance,banking,interest-rate reset,lending decision,interest-rate reset,topic_label,49,68,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,interest-rate reset; benchmark,2,interest-rate reset:topic; benchmark:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0003_03,S0003,train,3,"The current available evidence requires further risk, especially in relation to the relationship between myocardial ischemia and ST-segment elevation; during the ongoing evaluation, the responsible specialist, after the latest information was reviewed. The discussion also considers ST-segment elevation.",medical,cardiology,acute myocardial infarction,chest-pain assessment,ischemia,domain_specific_lexical_fallback,116,124,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,st-segment; myocardial; elevation; ischemia,4,st-segment:domain_lexical; myocardial:domain_lexical; elevation:domain_lexical; ischemia:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0207_07,S0207,train,7,"The latest account focused on the evidence related to interest credit; at the next decision point, the reviewing organization, before the next decision. The discussion also considers account balance.",finance,banking,deposit account,banking case,balance,domain_specific_lexical_fallback,191,198,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,interest; balance; credit,3,interest:domain_lexical; balance:domain_lexical; credit:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
